mese;giorno;data - ora;Gb(i);Gd(i);Gr(i);Altezza sole;Temperatura aria ext;Text media giornaliera;Text media mensile;Text media giornaliera per calcolo GG;Gradi giorno;secondi in un ora;secondi in un giorno;secondi in un mese;Htr [W/K];Hve [W/K];Qht orario [MJ];Qht giornaliero [MJ];Qht mensile [MJ]
;;18/08/2020 - 09:09;349,94;156,6;7,28;32,72;26,39;;;;;;;;;;-38,2;;
;;18/08/2020 - 10:09;529,11;185,92;9,98;44,35;27,82;;;;;;;;;;-46,8;;
;;18/08/2020 - 11:09;679,09;198,91;12,13;55;29,18;;;;;;;;;;-54,9;;
;;18/08/2020 - 12:09;762,6;208,85;13,44;63,24;30,4;;;;;;;;;;-62,2;;
;;18/08/2020 - 13:09;765,1;219,01;13,76;66,22;31,17;;;;;;;;;;-66,8;;
;;18/08/2020 - 14:09;715,85;213,08;13,23;62,16;31,55;;;;;;;;;;-69,1;;
;;18/08/2020 - 15:09;594,84;204,21;11,74;53,36;31,54;;;;;;;;;;-69,0;;
;;18/08/2020 - 16:09;477,08;155,19;9,79;42,48;31,37;;;;;;;;;;-68,0;;
;;18/08/2020 - 17:09;269,28;135,33;6,89;30,76;31,04;;;;;;;;;;-66,1;;
;;18/08/2020 - 18:09;98,31;85,83;3,92;18,79;30,47;;;;;;;;;;-62,6;;
;;18/08/2020 - 19:09;0;38,69;0,66;6,9;29,42;;;;;;;;;;-56,4;;
;;18/08/2020 - 20:09;0;0;0;0;28,04;;;;;;;;;;-48,1;;
;;18/08/2020 - 21:09;0;0;0;0;26,32;;;;;;;;;;-37,8;;
;;18/08/2020 - 22:09;0;0;0;0;26,03;;;;;;;;;;-36,1;;
;;18/08/2020 - 23:09;0;0;0;0;25,58;27,06;;27,0975;;;;;;;-33,4;;
;mercoledì;19/08/2020 - 00:09;0;0;0;0;25,04;;;;;;;;;;-30,2;-803,34;
;;19/08/2020 - 01:09;0;0;0;0;24,43;;;;;;;;;;-26,5;;
;;19/08/2020 - 02:09;0;0;0;0;23,89;;;;;;;;;;-23,3;;
;;19/08/2020 - 03:09;0;0;0;0;23,29;;;;;;;;;;-19,7;;
;;19/08/2020 - 04:09;0;0;0;0;22,63;;;;;;;;;;-15,7;;
;;19/08/2020 - 05:09;0;0;0;0;21,94;;;;;;;;;;-11,6;;
;;19/08/2020 - 06:09;0;0;0;0;21,36;;;;;;;;;;-8,1;;
;;19/08/2020 - 07:09;23,12;47,5;1,34;8,69;21,27;;;;;;;;;;-7,6;;
;;19/08/2020 - 08:09;176,3;102,66;4,27;20,62;23,51;;;;;;;;;;-21,0;;
;;19/08/2020 - 09:09;358,3;146,95;7,22;32,57;26,09;;;;;;;;;;-36,4;;
;;19/08/2020 - 10:09;535,77;174,88;9,88;44,18;27,59;;;;;;;;;;-45,4;;
;;19/08/2020 - 11:09;661,83;199,89;11,88;54,8;28,68;;;;;;;;;;-51,9;;
;;19/08/2020 - 12:09;744,35;209,85;13,17;62,97;29,36;;;;;;;;;;-56,0;;
;;19/08/2020 - 13:09;776,23;202,62;13,64;65,89;29,51;;;;;;;;;;-56,9;;
;;19/08/2020 - 14:09;685,31;221,14;12,88;61,84;29,36;;;;;;;;;;-56,0;;
;;19/08/2020 - 15:09;602,07;190,34;11,61;53,09;28,75;;;;;;;;;;-52,4;;
;;19/08/2020 - 16:09;445,14;167,11;9,44;42,23;28,38;;;;;;;;;;-50,1;;
;;19/08/2020 - 17:09;274,92;126,17;6,81;30,53;27,75;;;;;;;;;;-46,4;;
;;19/08/2020 - 18:09;97,63;81,72;3,82;18,56;27,13;;;;;;;;;;-42,7;;
;;19/08/2020 - 19:09;0;36,93;0,63;6,66;26,26;;;;;;;;;;-37,5;;
;;19/08/2020 - 20:09;0;0;0;0;25,42;;;;;;;;;;-32,4;;
;;19/08/2020 - 21:09;0;0;0;0;24,55;;;;;;;;;;-27,2;;
;;19/08/2020 - 22:09;0;0;0;0;24,23;;;;;;;;;;-25,3;;
;;19/08/2020 - 23:09;0;0;0;0;23,85;25,59;;25,5725;;;;;;;-23,0;;
;giovedì;20/08/2020 - 00:09;0;0;0;0;23,44;;;;;;;;;;-20,6;-800,17;
;;20/08/2020 - 01:09;0;0;0;0;23,17;;;;;;;;;;-19,0;;
;;20/08/2020 - 02:09;0;0;0;0;22,51;;;;;;;;;;-15,0;;
;;20/08/2020 - 03:09;0;0;0;0;22,28;;;;;;;;;;-13,6;;
;;20/08/2020 - 04:09;0;0;0;0;22,18;;;;;;;;;;-13,0;;
;;20/08/2020 - 05:09;0;0;0;0;21,99;;;;;;;;;;-11,9;;
;;20/08/2020 - 06:09;0;0;0;0;21,69;;;;;;;;;;-10,1;;
;;20/08/2020 - 07:09;24,32;46,67;1,34;8,55;21,6;;;;;;;;;;-9,6;;
;;20/08/2020 - 08:09;176,91;105;4,28;20,48;23,84;;;;;;;;;;-23,0;;
;;20/08/2020 - 09:09;372,11;143,63;7,32;32,43;25,61;;;;;;;;;;-33,6;;
;;20/08/2020 - 10:09;544,69;174,48;9,95;44,02;26,93;;;;;;;;;;-41,5;;
;;20/08/2020 - 11:09;672;199,51;11,97;54,6;27,9;;;;;;;;;;-47,3;;
;;20/08/2020 - 12:09;769,92;200,14;13,33;62,7;28,63;;;;;;;;;;-51,6;;
;;20/08/2020 - 13:09;757,03;219,61;13,58;65,56;29,11;;;;;;;;;;-54,5;;
;;20/08/2020 - 14:09;693,97;220,71;12,96;61,53;29,42;;;;;;;;;;-56,4;;
;;20/08/2020 - 15:09;598,05;197,85;11,62;52,81;29,5;;;;;;;;;;-56,8;;
;;20/08/2020 - 16:09;460,58;160,67;9,55;41,98;29,35;;;;;;;;;;-55,9;;
;;20/08/2020 - 17:09;267,65;132,13;6,75;30,29;28,92;;;;;;;;;;-53,4;;
;;20/08/2020 - 18:09;98,82;80,84;3,82;18,32;28,28;;;;;;;;;;-49,5;;
;;20/08/2020 - 19:09;0;35,17;0,6;6,42;27,26;;;;;;;;;;-43,4;;
;;20/08/2020 - 20:09;0;0;0;0;26,08;;;;;;;;;;-36,4;;
;;20/08/2020 - 21:09;0;0;0;0;25,2;;;;;;;;;;-31,1;;
;;20/08/2020 - 22:09;0;0;0;0;24,7;;;;;;;;;;-28,1;;
;;20/08/2020 - 23:09;0;0;0;0;24,15;25,57;;25,6975;;;;;;;-24,8;;
;venerdì;21/08/2020 - 00:09;0;0;0;0;23,8;;;;;;;;;;-22,7;-858,74;
;;21/08/2020 - 01:09;0;0;0;0;23,44;;;;;;;;;;-20,6;;
;;21/08/2020 - 02:09;0;0;0;0;23;;;;;;;;;;-17,9;;
;;21/08/2020 - 03:09;0;0;0;0;22,49;;;;;;;;;;-14,9;;
;;21/08/2020 - 04:09;0;0;0;0;22,21;;;;;;;;;;-13,2;;
;;21/08/2020 - 05:09;0;0;0;0;21,89;;;;;;;;;;-11,3;;
;;21/08/2020 - 06:09;0;0;0;0;21,69;;;;;;;;;;-10,1;;
;;21/08/2020 - 07:09;23,55;46,88;1,31;8,4;21,71;;;;;;;;;;-10,2;;
;;21/08/2020 - 08:09;178,53;103,41;4,25;20,34;23,96;;;;;;;;;;-23,7;;
;;21/08/2020 - 09:09;370;143,95;7,26;32,28;26,26;;;;;;;;;;-37,5;;
;;21/08/2020 - 10:09;541,63;175,85;9,89;43,86;27,79;;;;;;;;;;-46,6;;
;;21/08/2020 - 11:09;597,13;240,06;11,52;54,39;28,94;;;;;;;;;;-53,5;;
;;21/08/2020 - 12:09;425,4;369,06;11,25;62,42;29,76;;;;;;;;;;-58,4;;
;;21/08/2020 - 13:09;545,94;329,55;12,31;65,23;30,25;;;;;;;;;;-61,3;;
;;21/08/2020 - 14:09;677,08;229,08;12,81;61,21;30,55;;;;;;;;;;-63,1;;
;;21/08/2020 - 15:09;583,69;204,11;11,47;52,53;30,52;;;;;;;;;;-62,9;;
;;21/08/2020 - 16:09;456,64;160,97;9,46;41,72;30,01;;;;;;;;;;-59,9;;
;;21/08/2020 - 17:09;244,64;144,72;6,52;30,04;29,22;;;;;;;;;;-55,2;;
;;21/08/2020 - 18:09;81,27;92,73;3,56;18,08;28,26;;;;;;;;;;-49,4;;
;;21/08/2020 - 19:09;0;33,41;0,57;6,17;27,18;;;;;;;;;;-43,0;;
;;21/08/2020 - 20:09;0;0;0;0;26,15;;;;;;;;;;-36,8;;
;;21/08/2020 - 21:09;0;0;0;0;25,28;;;;;;;;;;-31,6;;
;;21/08/2020 - 22:09;0;0;0;0;24,83;;;;;;;;;;-28,9;;
;;21/08/2020 - 23:09;0;0;0;0;24,34;25,98;;26,1625;;;;;;;-26,0;;
;sabato;22/08/2020 - 00:09;0;0;0;0;23,88;;;;;;;;;;-23,2;-924,86;
;;22/08/2020 - 01:09;0;0;0;0;23,46;;;;;;;;;;-20,7;;
;;22/08/2020 - 02:09;0;0;0;0;23,11;;;;;;;;;;-18,6;;
;;22/08/2020 - 03:09;0;0;0;0;22,85;;;;;;;;;;-17,1;;
;;22/08/2020 - 04:09;0;0;0;0;22,71;;;;;;;;;;-16,2;;
;;22/08/2020 - 05:09;0;0;0;0;22,43;;;;;;;;;;-14,5;;
;;22/08/2020 - 06:09;0;0;0;0;22,14;;;;;;;;;;-12,8;;
;;22/08/2020 - 07:09;24,82;45,17;1,29;8,26;22,03;;;;;;;;;;-12,1;;
;;22/08/2020 - 08:09;182,21;101,89;4,25;20,2;24,18;;;;;;;;;;-25,0;;
;;22/08/2020 - 09:09;375,43;142,44;7,28;32,14;26,84;;;;;;;;;;-40,9;;
;;22/08/2020 - 10:09;537,46;181,45;9,88;43,69;28,44;;;;;;;;;;-50,5;;
;;22/08/2020 - 11:09;675,99;200,43;11,95;54,18;29,63;;;;;;;;;;-57,6;;
;;22/08/2020 - 12:09;744,26;218,57;13,17;62,14;30,48;;;;;;;;;;-62,7;;
;;22/08/2020 - 13:09;745,65;228,66;13,47;64,89;30,96;;;;;;;;;;-65,6;;
;;22/08/2020 - 14:09;683,67;228,62;12,85;60,88;31,2;;;;;;;;;;-67,0;;
;;22/08/2020 - 15:09;611,76;189,6;11,62;52,24;31,02;;;;;;;;;;-65,9;;
;;22/08/2020 - 16:09;442,89;171,13;9,37;41,46;30,57;;;;;;;;;;-63,2;;
;;22/08/2020 - 17:09;256,41;138,39;6,6;29,8;29,83;;;;;;;;;;-58,8;;
;;22/08/2020 - 18:09;88,04;87,04;3,62;17,84;28,94;;;;;;;;;;-53,5;;
;;22/08/2020 - 19:09;0;32,53;0,56;5,92;27,78;;;;;;;;;;-46,5;;
;;22/08/2020 - 20:09;0;0;0;0;26,6;;;;;;;;;;-39,5;;
;;22/08/2020 - 21:09;0;0;0;0;25,75;;;;;;;;;;-34,4;;
;;22/08/2020 - 22:09;0;0;0;0;25,12;;;;;;;;;;-30,6;;
;;22/08/2020 - 23:09;0;0;0;0;24,63;26,44;;26,6675;;;;;;;-27,7;;
;domenica;23/08/2020 - 00:09;0;0;0;0;24,18;;;;;;;;;;-25,0;-991,69;
;;23/08/2020 - 01:09;0;0;0;0;23,83;;;;;;;;;;-22,9;;
;;23/08/2020 - 02:09;0;0;0;0;23,54;;;;;;;;;;-21,2;;
;;23/08/2020 - 03:09;0;0;0;0;23,3;;;;;;;;;;-19,7;;
;;23/08/2020 - 04:09;0;0;0;0;23,09;;;;;;;;;;-18,5;;
;;23/08/2020 - 05:09;0;0;0;0;22,85;;;;;;;;;;-17,1;;
;;23/08/2020 - 06:09;0;0;0;0;22,61;;;;;;;;;;-15,6;;
;;23/08/2020 - 07:09;15,55;47,51;1,11;8,11;22,48;;;;;;;;;;-14,8;;
;;23/08/2020 - 08:09;139,22;120,36;3,89;20,06;24,2;;;;;;;;;;-25,1;;
;;23/08/2020 - 09:09;318;170,72;6,89;31,99;26,39;;;;;;;;;;-38,2;;
;;23/08/2020 - 10:09;503,33;197,67;9,62;43,52;28,11;;;;;;;;;;-48,5;;
;;23/08/2020 - 11:09;646,28;213,9;11,71;53,97;29,53;;;;;;;;;;-57,0;;
;;23/08/2020 - 12:09;724,66;227,01;12,99;61,86;30,59;;;;;;;;;;-63,4;;
;;23/08/2020 - 13:09;740,49;228,93;13,36;64,55;31,35;;;;;;;;;;-67,9;;
;;23/08/2020 - 14:09;677,41;228,87;12,73;60,56;31,82;;;;;;;;;;-70,7;;
;;23/08/2020 - 15:09;582,81;203,85;11,38;51,95;31,96;;;;;;;;;;-71,6;;
;;23/08/2020 - 16:09;437,9;171,41;9,26;41,2;31,56;;;;;;;;;;-69,2;;
;;23/08/2020 - 17:09;257,77;133,94;6,52;29,55;30,69;;;;;;;;;;-64,0;;
;;23/08/2020 - 18:09;90,47;82,62;3,59;17,59;29,64;;;;;;;;;;-57,7;;
;;23/08/2020 - 19:09;0;30,77;0,53;5,67;28,49;;;;;;;;;;-50,8;;
;;23/08/2020 - 20:09;0;0;0;0;27,55;;;;;;;;;;-45,2;;
;;23/08/2020 - 21:09;0;0;0;0;26,57;;;;;;;;;;-39,3;;
;;23/08/2020 - 22:09;0;0;0;0;25,97;;;;;;;;;;-35,7;;
;;23/08/2020 - 23:09;0;0;0;0;25,45;26,91;;27,095;;;;;;;-32,6;;
;lunedì;24/08/2020 - 00:09;0;0;0;0;25,01;;;;;;;;;;-30,0;-832,84;
;;24/08/2020 - 01:09;0;0;0;0;24,59;;;;;;;;;;-27,5;;
;;24/08/2020 - 02:09;0;0;0;0;24,12;;;;;;;;;;-24,7;;
;;24/08/2020 - 03:09;0;0;0;0;23,5;;;;;;;;;;-20,9;;
;;24/08/2020 - 04:09;0;0;0;0;23,15;;;;;;;;;;-18,8;;
;;24/08/2020 - 05:09;0;0;0;0;23,06;;;;;;;;;;-18,3;;
;;24/08/2020 - 06:09;0;0;0;0;23,63;;;;;;;;;;-21,7;;
;;24/08/2020 - 07:09;27,55;43,61;1,29;7,97;23,63;;;;;;;;;;-21,7;;
;;24/08/2020 - 08:09;186,73;102,79;4,27;19,92;24,37;;;;;;;;;;-26,1;;
;;24/08/2020 - 09:09;387,63;142,62;7,37;31,84;26,12;;;;;;;;;;-36,6;;
;;24/08/2020 - 10:09;564,68;174,6;10,06;43,35;27,16;;;;;;;;;;-42,8;;
;;24/08/2020 - 11:09;681,23;207,93;12,04;53,75;27,84;;;;;;;;;;-46,9;;
;;24/08/2020 - 12:09;778,45;209,54;13,41;61,57;28,39;;;;;;;;;;-50,2;;
;;24/08/2020 - 13:09;763,92;228,96;13,64;64,21;28,78;;;;;;;;;;-52,5;;
;;24/08/2020 - 14:09;699,19;229,92;13;60,22;28,95;;;;;;;;;;-53,5;;
;;24/08/2020 - 15:09;614,25;196,69;11,68;51,66;28,85;;;;;;;;;;-52,9;;
;;24/08/2020 - 16:09;453,64;170,05;9,44;40,93;28,36;;;;;;;;;;-50,0;;
;;24/08/2020 - 17:09;267,99;133,31;6,66;29,29;27,82;;;;;;;;;;-46,8;;
;;24/08/2020 - 18:09;95,49;79,73;3,65;17,34;27,22;;;;;;;;;;-43,2;;
;;24/08/2020 - 19:09;0;29,01;0,5;5,41;26,36;;;;;;;;;;-38,1;;
;;24/08/2020 - 20:09;0;0;0;0;25,42;;;;;;;;;;-32,4;;
;;24/08/2020 - 21:09;0;0;0;0;24,68;;;;;;;;;;-28,0;;
;;24/08/2020 - 22:09;0;0;0;0;24,27;;;;;;;;;;-25,5;;
;;24/08/2020 - 23:09;0;0;0;0;23,92;25,80;;25,8875;;;;;;;-23,5;;
;martedì;25/08/2020 - 00:09;0;0;0;0;23,71;;;;;;;;;;-22,2;-790,78;
;;25/08/2020 - 01:09;0;0;0;0;23,47;;;;;;;;;;-20,8;;
;;25/08/2020 - 02:09;0;0;0;0;23,34;;;;;;;;;;-20,0;;
;;25/08/2020 - 03:09;0;0;0;0;23,09;;;;;;;;;;-18,5;;
;;25/08/2020 - 04:09;0;0;0;0;22,6;;;;;;;;;;-15,6;;
;;25/08/2020 - 05:09;0;0;0;0;22,6;;;;;;;;;;-15,6;;
;;25/08/2020 - 06:09;0;0;0;0;22,48;;;;;;;;;;-14,8;;
;;25/08/2020 - 07:09;21,58;44,86;1,17;7,82;22,41;;;;;;;;;;-14,4;;
;;25/08/2020 - 08:09;98,42;137,26;3,55;19,78;23,55;;;;;;;;;;-21,2;;
;;25/08/2020 - 09:09;381,23;145,99;7,29;31,69;25,07;;;;;;;;;;-30,3;;
;;25/08/2020 - 10:09;565,08;175,04;10,03;43,18;26,38;;;;;;;;;;-38,2;;
;;25/08/2020 - 11:09;695,14;200,11;12,07;53,53;27,6;;;;;;;;;;-45,5;;
;;25/08/2020 - 12:09;763,34;219,33;13,3;61,28;28,48;;;;;;;;;;-50,7;;
;;25/08/2020 - 13:09;749,98;237,6;13,53;63,87;29,17;;;;;;;;;;-54,9;;
;;25/08/2020 - 14:09;481,84;338,92;11,65;59,89;29,13;;;;;;;;;;-54,6;;
;;25/08/2020 - 15:09;590,38;210,07;11,5;51,36;29,02;;;;;;;;;;-54,0;;
;;25/08/2020 - 16:09;452,66;170,43;9,4;40,66;28,4;;;;;;;;;;-50,3;;
;;25/08/2020 - 17:09;266,79;132,67;6,6;29,03;28,11;;;;;;;;;;-48,5;;
;;25/08/2020 - 18:09;96,1;77,19;3,61;17,08;27,65;;;;;;;;;;-45,8;;
;;25/08/2020 - 19:09;0;27,26;0,47;5,15;26,63;;;;;;;;;;-39,7;;
;;25/08/2020 - 20:09;0;0;0;0;25,81;;;;;;;;;;-34,8;;
;;25/08/2020 - 21:09;0;0;0;0;24,84;;;;;;;;;;-29,0;;
;;25/08/2020 - 22:09;0;0;0;0;24,47;;;;;;;;;;-26,7;;
;;25/08/2020 - 23:09;0;0;0;0;24,16;25,51;;25,615;;;;;;;-24,9;;
;mercoledì;26/08/2020 - 00:09;0;0;0;0;23,78;;;;;;;;;;-22,6;-730,95;
;;26/08/2020 - 01:09;0;0;0;0;23,44;;;;;;;;;;-20,6;;
;;26/08/2020 - 02:09;0;0;0;0;23,01;;;;;;;;;;-18,0;;
;;26/08/2020 - 03:09;0;0;0;0;22,6;;;;;;;;;;-15,6;;
;;26/08/2020 - 04:09;0;0;0;0;22,24;;;;;;;;;;-13,4;;
;;26/08/2020 - 05:09;0;0;0;0;21,9;;;;;;;;;;-11,4;;
;;26/08/2020 - 06:09;0;0;0;0;21,59;;;;;;;;;;-9,5;;
;;26/08/2020 - 07:09;25,98;41,28;1,19;7,67;21,42;;;;;;;;;;-8,5;;
;;26/08/2020 - 08:09;179,95;102,27;4,1;19,64;22,94;;;;;;;;;;-17,6;;
;;26/08/2020 - 09:09;373,65;142,95;7,11;31,54;24,94;;;;;;;;;;-29,6;;
;;26/08/2020 - 10:09;546,39;175,92;9,76;43;26,48;;;;;;;;;;-38,8;;
;;26/08/2020 - 11:09;674,22;200,98;11,77;53,31;27,65;;;;;;;;;;-45,8;;
;;26/08/2020 - 12:09;770,58;202,56;13,12;60,99;28,42;;;;;;;;;;-50,4;;
;;26/08/2020 - 13:09;742,62;229,22;13,27;63,52;28,94;;;;;;;;;;-53,5;;
;;26/08/2020 - 14:09;692,19;221,05;12,7;59,55;29,19;;;;;;;;;;-55,0;;
;;26/08/2020 - 15:09;605,28;190,01;11,38;51,05;29,13;;;;;;;;;;-54,6;;
;;26/08/2020 - 16:09;452,68;160,72;9,22;40,38;28,58;;;;;;;;;;-51,3;;
;;26/08/2020 - 17:09;269,16;123,43;6,46;28,77;27,78;;;;;;;;;;-46,5;;
;;26/08/2020 - 18:09;87,05;79,67;3,41;16,82;26,76;;;;;;;;;;-40,4;;
;;26/08/2020 - 19:09;0;25,5;0,44;4,89;25,75;;;;;;;;;;-34,4;;
;;26/08/2020 - 20:09;0;0;0;0;24,86;;;;;;;;;;-29,1;;
;;26/08/2020 - 21:09;0;0;0;0;24,06;;;;;;;;;;-24,3;;
;;26/08/2020 - 22:09;0;0;0;0;23,55;;;;;;;;;;-21,2;;
;;26/08/2020 - 23:09;0;0;0;0;23,16;25,09;;25,1025;;;;;;;-18,9;;
;giovedì;27/08/2020 - 00:09;0;0;0;0;22,83;;;;;;;;;;-16,9;-773,90;
;;27/08/2020 - 01:09;0;0;0;0;22,6;;;;;;;;;;-15,6;;
;;27/08/2020 - 02:09;0;0;0;0;22,35;;;;;;;;;;-14,1;;
;;27/08/2020 - 03:09;0;0;0;0;22,25;;;;;;;;;;-13,5;;
;;27/08/2020 - 04:09;0;0;0;0;22,05;;;;;;;;;;-12,3;;
;;27/08/2020 - 05:09;0;0;0;0;21,81;;;;;;;;;;-10,8;;
;;27/08/2020 - 06:09;0;0;0;0;21,3;;;;;;;;;;-7,8;;
;;27/08/2020 - 07:09;25,13;41,47;1,16;7,53;21,03;;;;;;;;;;-6,2;;
;;27/08/2020 - 08:09;182,81;100,74;4,09;19,49;22,97;;;;;;;;;;-17,8;;
;;27/08/2020 - 09:09;380,45;140,44;7,13;31,39;25,15;;;;;;;;;;-30,8;;
;;27/08/2020 - 10:09;546,73;176,36;9,73;42,83;26,7;;;;;;;;;;-40,1;;
;;27/08/2020 - 11:09;674,66;201,42;11,74;53,09;27,88;;;;;;;;;;-47,1;;
;;27/08/2020 - 12:09;713,72;234,88;12,79;60,7;28,74;;;;;;;;;;-52,3;;
;;27/08/2020 - 13:09;757,46;220,39;13,3;63,17;29,28;;;;;;;;;;-55,5;;
;;27/08/2020 - 14:09;705,58;213,34;12,73;59,2;29,61;;;;;;;;;;-57,5;;
;;27/08/2020 - 15:09;604,47;190,41;11,34;50,74;29,67;;;;;;;;;;-57,9;;
;;27/08/2020 - 16:09;442,71;164,96;9,1;40,1;29,25;;;;;;;;;;-55,3;;
;;27/08/2020 - 17:09;267,08;123,72;6,4;28,5;28,55;;;;;;;;;;-51,2;;
;;27/08/2020 - 18:09;88,92;76,16;3,38;16,56;27,76;;;;;;;;;;-46,4;;
;;27/08/2020 - 19:09;0;23,74;0,41;4,62;26,85;;;;;;;;;;-41,0;;
;;27/08/2020 - 20:09;0;0;0;0;25,91;;;;;;;;;;-35,4;;
;;27/08/2020 - 21:09;0;0;0;0;25,26;;;;;;;;;;-31,5;;
;;27/08/2020 - 22:09;0;0;0;0;24,91;;;;;;;;;;-29,4;;
;;27/08/2020 - 23:09;0;0;0;0;24,64;25,39;;25,44;;;;;;;-27,8;;
;venerdì;28/08/2020 - 00:09;0;0;0;0;24,25;;;;;;;;;;-25,4;-805,37;
;;28/08/2020 - 01:09;0;0;0;0;23,85;;;;;;;;;;-23,0;;
;;28/08/2020 - 02:09;0;0;0;0;23,43;;;;;;;;;;-20,5;;
;;28/08/2020 - 03:09;0;0;0;0;22,77;;;;;;;;;;-16,6;;
;;28/08/2020 - 04:09;0;0;0;0;22,35;;;;;;;;;;-14,1;;
;;28/08/2020 - 05:09;0;0;0;0;22,12;;;;;;;;;;-12,7;;
;;28/08/2020 - 06:09;0;0;0;0;22,03;;;;;;;;;;-12,1;;
;;28/08/2020 - 07:09;28,26;39,8;1,17;7,38;22,01;;;;;;;;;;-12,0;;
;;28/08/2020 - 08:09;191,06;98,41;4,13;19,35;23,26;;;;;;;;;;-19,5;;
;;28/08/2020 - 09:09;380,63;144,07;7,14;31,24;25,29;;;;;;;;;;-31,7;;
;;28/08/2020 - 10:09;556,17;176,05;9,8;42,65;26,92;;;;;;;;;;-41,4;;
;;28/08/2020 - 11:09;698,99;192,8;11,89;52,86;28,2;;;;;;;;;;-49,1;;
;;28/08/2020 - 12:09;752,49;219,24;13,03;60,4;29,07;;;;;;;;;;-54,3;;
;;28/08/2020 - 13:09;752,33;229,33;13,32;62,81;29,55;;;;;;;;;;-57,1;;
;;28/08/2020 - 14:09;687,35;229,25;12,67;58,86;29,69;;;;;;;;;;-58,0;;
;;28/08/2020 - 15:09;600,49;197,02;11,34;50,43;29,6;;;;;;;;;;-57,4;;
;;28/08/2020 - 16:09;448,76;164,46;9,14;39,81;29,18;;;;;;;;;;-54,9;;
;;28/08/2020 - 17:09;265,9;125,95;6,39;28,23;28,51;;;;;;;;;;-50,9;;
;;28/08/2020 - 18:09;91,48;74,34;3,4;16,29;27,61;;;;;;;;;;-45,5;;
;;28/08/2020 - 19:09;0;21,98;0,38;4,35;26,5;;;;;;;;;;-38,9;;
;;28/08/2020 - 20:09;0;0;0;0;25,45;;;;;;;;;;-32,6;;
;;28/08/2020 - 21:09;0;0;0;0;24,82;;;;;;;;;;-28,8;;
;;28/08/2020 - 22:09;0;0;0;0;24,38;;;;;;;;;;-26,2;;
;;28/08/2020 - 23:09;0;0;0;0;23,77;25,61;;25,61;;;;;;;-22,6;;
;sabato;29/08/2020 - 00:09;0;0;0;0;23,34;;;;;;;;;;-20,0;-712,10;
;;29/08/2020 - 01:09;0;0;0;0;23,02;;;;;;;;;;-18,1;;
;;29/08/2020 - 02:09;0;0;0;0;22,76;;;;;;;;;;-16,5;;
;;29/08/2020 - 03:09;0;0;0;0;22,54;;;;;;;;;;-15,2;;
;;29/08/2020 - 04:09;0;0;0;0;22,28;;;;;;;;;;-13,6;;
;;29/08/2020 - 05:09;0;0;0;0;21,95;;;;;;;;;;-11,7;;
;;29/08/2020 - 06:09;0;0;0;0;21,61;;;;;;;;;;-9,6;;
;;29/08/2020 - 07:09;25,75;39,98;1,11;7,23;21,91;;;;;;;;;;-11,4;;
;;29/08/2020 - 08:09;186,55;100,65;4,07;19,2;22,74;;;;;;;;;;-16,4;;
;;29/08/2020 - 09:09;379,69;143,4;7,08;31,08;24,85;;;;;;;;;;-29,0;;
;;29/08/2020 - 10:09;544,04;182,57;9,7;42,47;26,06;;;;;;;;;;-36,3;;
;;29/08/2020 - 11:09;697,28;193,19;11,83;52,63;27,18;;;;;;;;;;-43,0;;
;;29/08/2020 - 12:09;780,23;203,02;13,12;60,1;27,99;;;;;;;;;;-47,8;;
;;29/08/2020 - 13:09;765,11;221,51;13,33;62,45;28,48;;;;;;;;;;-50,7;;
;;29/08/2020 - 14:09;698,66;221,51;12,67;58,51;28,65;;;;;;;;;;-51,8;;
;;29/08/2020 - 15:09;621;183,24;11,38;50,12;28,56;;;;;;;;;;-51,2;;
;;29/08/2020 - 16:09;453,88;159,87;9,11;39,53;28,24;;;;;;;;;;-49,3;;
;;29/08/2020 - 17:09;262,9;125,29;6,3;27,96;27,75;;;;;;;;;;-46,4;;
;;29/08/2020 - 18:09;84,22;77,52;3,26;16,02;26,98;;;;;;;;;;-41,8;;
;;29/08/2020 - 19:09;0;20,22;0,35;4,08;25,98;;;;;;;;;;-35,8;;
;;29/08/2020 - 20:09;0;0;0;0;24,98;;;;;;;;;;-29,8;;
;;29/08/2020 - 21:09;0;0;0;0;24,3;;;;;;;;;;-25,7;;
;;29/08/2020 - 22:09;0;0;0;0;23,68;;;;;;;;;;-22,0;;
;;29/08/2020 - 23:09;0;0;0;0;23,19;24,96;;25,0225;;;;;;;-19,1;;
;domenica;30/08/2020 - 00:09;0;0;0;0;22,74;;;;;;;;;;-16,4;-784,14;
;;30/08/2020 - 01:09;0;0;0;0;22,42;;;;;;;;;;-14,5;;
;;30/08/2020 - 02:09;0;0;0;0;22,17;;;;;;;;;;-13,0;;
;;30/08/2020 - 03:09;0;0;0;0;22,33;;;;;;;;;;-13,9;;
;;30/08/2020 - 04:09;0;0;0;0;22,48;;;;;;;;;;-14,8;;
;;30/08/2020 - 05:09;0;0;0;0;22,47;;;;;;;;;;-14,8;;
;;30/08/2020 - 06:09;0;0;0;0;22,25;;;;;;;;;;-13,5;;
;;30/08/2020 - 07:09;11,12;40,87;0,86;7,08;22,1;;;;;;;;;;-12,6;;
;;30/08/2020 - 08:09;166,7;107,23;3,88;19,06;23,43;;;;;;;;;;-20,5;;
;;30/08/2020 - 09:09;367,42;147,59;6,95;30,93;25,27;;;;;;;;;;-31,5;;
